par_id,art_id,text,keyword,country_code,span_start,span_finish,span_text,pcl_category,number_of_annotators
2250,@@805463,"""There were many astonishing survival tales : a newspaper report from Douglas Wilkie , The Sunday Sun 's correspondent in India , reported that """" stories of epic courage and pitiful tragedy are accumulating as parties of gaunt and haggard refugees from Burma still struggle into Northern Assam """" . A blind Indian was led all the way by his two small sons ; a crippled man shouldered a spare wooden leg throughout the entire journey , """" lest he smashed the other on a rock """" ; a woman , """" exhausted , her feet worn to bone """" , crawled the last 22 miles . More cheerfully , a pet spaniel thought to have fallen over a cliff was brought in days later by a Gurkha soldier -- with a healthy litter of puppies .""",refugee,gb,475,551,"""a woman , """" exhausted , her feet worn to bone """" , crawled the last 22 miles""",Compassion,1
2250,@@805463,"""There were many astonishing survival tales : a newspaper report from Douglas Wilkie , The Sunday Sun 's correspondent in India , reported that """" stories of epic courage and pitiful tragedy are accumulating as parties of gaunt and haggard refugees from Burma still struggle into Northern Assam """" . A blind Indian was led all the way by his two small sons ; a crippled man shouldered a spare wooden leg throughout the entire journey , """" lest he smashed the other on a rock """" ; a woman , """" exhausted , her feet worn to bone """" , crawled the last 22 miles . More cheerfully , a pet spaniel thought to have fallen over a cliff was brought in days later by a Gurkha soldier -- with a healthy litter of puppies .""",refugee,gb,0,43,There were many astonishing survival tales,The_poorer_the_merrier,1
238,@@21800857,""""""" This system appears designed to make Rohingyas ' lives as hopeless and humiliating as possible , """" Neistat added in the note , describing the military campaign as """" ethnic cleansing """" .""",hopeless,bd,2,97,This system appears designed to make Rohingyas ' lives as hopeless and humiliating as possible,Compassion,1
9725,@@25960892,""""""" Everyone in Tacloban and surrounding provinces were hit by the typhoon and storm surge , and they are still in the process of picking up their lives , """" said Ted in his """" TV Patrol """" report . """" They are still very much in need of continuous help and assistance . """"""",in-need,ph,117,151,process of picking up their lives,Metaphors,2
1696,@@1797035,"As a result , most of people with disabilities remain vulnerable and unable to sustain themselves , a situation that makes them poor and they raise a poor family . This creates a vicious cycle of poverty as we end up with a society in which people with disabilities are mistreated . Read on ...",vulnerable,tz,177,204,a vicious cycle of poverty,Metaphors,1
7261,@@3408421,""""""" God bless the victims , all those people and their poor families , and I feel so sorry but I want to tell them it was n't my son who did this , it was a different Seifeddine .""",poor-families,ie,2,89,"God bless the victims , all those people and their poor families , and I feel so sorry",Compassion,2
8966,@@8109078,"These poor families face double-digit inflation this year thanks to food , electricity and transport hikes . Gordhan 's ' real ' ( after-inflation ) cuts by several percent to welfare grants will lower the incomes of 16.5 million recipients ( out of the country 's population of 55 million ) . They will struggle to find more holes in their frayed belts to tighten them up , given that 63 per cent of South Africans -- mostly women -- already live below the poverty line .",poor-families,au,294,373,They will struggle to find more holes in their frayed belts to tighten them up,Compassion,1
8966,@@8109078,"These poor families face double-digit inflation this year thanks to food , electricity and transport hikes . Gordhan 's ' real ' ( after-inflation ) cuts by several percent to welfare grants will lower the incomes of 16.5 million recipients ( out of the country 's population of 55 million ) . They will struggle to find more holes in their frayed belts to tighten them up , given that 63 per cent of South Africans -- mostly women -- already live below the poverty line .",poor-families,au,313,354,to find more holes in their frayed belts,Metaphors,2
8966,@@8109078,"These poor families face double-digit inflation this year thanks to food , electricity and transport hikes . Gordhan 's ' real ' ( after-inflation ) cuts by several percent to welfare grants will lower the incomes of 16.5 million recipients ( out of the country 's population of 55 million ) . They will struggle to find more holes in their frayed belts to tighten them up , given that 63 per cent of South Africans -- mostly women -- already live below the poverty line .",poor-families,au,454,471,the poverty line,Metaphors,1
9961,@@1952746,""""""" These children are vulnerable and need to be helped , loved , recognised and supported . Their hearts need to be positively touched by privileged members of the society , """" said Mumassaba .""",vulnerable,ke,91,134,Their hearts need to be positively touched,Metaphors,2
8407,@@1800720,"And like temporary refugees , they became the problem of the Izon sons and daughters in the corridors of government in Asaba , the delta state capital . For three days running they literally begged for transport fares to return to their bases in Benue state . When asked why do they want to return to Benue when their lifelines had been truncated severely the Illicit Law ? And why ca n't they engage in some other forms of businesses that are legal and stress free ?",refugee,ng,176,243,they literally begged for transport fares to return to their bases,Compassion,1
8407,@@1800720,"And like temporary refugees , they became the problem of the Izon sons and daughters in the corridors of government in Asaba , the delta state capital . For three days running they literally begged for transport fares to return to their bases in Benue state . When asked why do they want to return to Benue when their lifelines had been truncated severely the Illicit Law ? And why ca n't they engage in some other forms of businesses that are legal and stress free ?",refugee,ng,271,356,why do they want to return to Benue when their lifelines had been truncated severely,Compassion,1
2344,@@23526312,"""Dr. C K Lee , Chief Executive and Medical Director of Hong Kong Red Cross Blood Transfusion Service , said , """" We are very glad that Asiaray not only supports but also participates in the ' Give Blood Alliance ' . We look forward to its creative and integrated publicity campaign helping to effectively encourage all walks of life , especially young people , to give blood regularly to benefit those in need . """"""",in-need,sg,313,331,all walks of life,Metaphors,1
3055,@@25538823,DMK working president M K Stalin on Sunday condemned the proposal of the Centre to conduct NEET online through the National Testing Agency . The move is an attempt to destroy the dreams of students from urban poor families and those from rural areas aspiring for medical education .,poor-families,in,141,281,The move is an attempt to destroy the dreams of students from urban poor families and those from rural areas aspiring for medical education,Compassion,1
6059,@@13696599,"That is not all . Regarding the quality of life as contained in the Millennium Development Goals , such as access to health care , potable water , electricity and reliable infrastructure , the country went from bad to worse . A veritable underclass of desperately poor people , some derelict and homeless was the underside of increased growth and expansion of the millionaire class brandishing private jets . Add to this depressing scenario , our recent economic convulsions manifested in worsening unemployment , upward spiral in the inflation rate , the abasement of the salaried elite caught in a debacle of lengthening defaults , the virtual wiping out of small scale businesses , and you get a social explosion waiting to happen .",homeless,ng,416,441,this depressing scenario,Compassion,2
6059,@@13696599,"That is not all . Regarding the quality of life as contained in the Millennium Development Goals , such as access to health care , potable water , electricity and reliable infrastructure , the country went from bad to worse . A veritable underclass of desperately poor people , some derelict and homeless was the underside of increased growth and expansion of the millionaire class brandishing private jets . Add to this depressing scenario , our recent economic convulsions manifested in worsening unemployment , upward spiral in the inflation rate , the abasement of the salaried elite caught in a debacle of lengthening defaults , the virtual wiping out of small scale businesses , and you get a social explosion waiting to happen .",homeless,ng,238,276,underclass of desperately poor people,Compassion,1
6342,@@4721534,"Homelessness affects all types of people - individuals and families , men and women , the young and old , and FFP is adamant that everyone deserves a place to rest their heads and protect their families from the elements and other hazards of homelessness .",homeless,jm,148,176,a place to rest their heads,Metaphors,1
9689,@@15277803,""""""" We hope that the children will be able to be the role model themselves towards other children of urban poor families and be symbols of hope and possibility , of never giving up .""",poor-families,my,15,179,"the children will be able to be the role model themselves towards other children of urban poor families and be symbols of hope and possibility , of never giving up",The_poorer_the_merrier,2
2901,@@17484886,"Our judicial system works , we have a free press , a wonderful , best in the world Constitution , and our Press is free . We must be very grateful for these huge benefits . The blacks want all our farmland without compensation . Give it to them . Let the farmers flock into the cities and make a new life for themselves . With their resilience I am sure it will not be so difficult for them to establish a new , happy and productive life . They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face . Through guts , determination and sheer will power , they rose above it all , and look what America is today .",immigrant,za,322,438,"With their resilience I am sure it will not be so difficult for them to establish a new , happy and productive life",The_poorer_the_merrier,2
2901,@@17484886,"Our judicial system works , we have a free press , a wonderful , best in the world Constitution , and our Press is free . We must be very grateful for these huge benefits . The blacks want all our farmland without compensation . Give it to them . Let the farmers flock into the cities and make a new life for themselves . With their resilience I am sure it will not be so difficult for them to establish a new , happy and productive life . They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face . Through guts , determination and sheer will power , they rose above it all , and look what America is today .",immigrant,za,440,571,"They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face",Compassion,1
2901,@@17484886,"Our judicial system works , we have a free press , a wonderful , best in the world Constitution , and our Press is free . We must be very grateful for these huge benefits . The blacks want all our farmland without compensation . Give it to them . Let the farmers flock into the cities and make a new life for themselves . With their resilience I am sure it will not be so difficult for them to establish a new , happy and productive life . They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face . Through guts , determination and sheer will power , they rose above it all , and look what America is today .",immigrant,za,573,648,"Through guts , determination and sheer will power , they rose above it all",The_poorer_the_merrier,1
9776,@@15412618,"Instead , Rafizi told supporters , they should feel sorry and sad for the poor families who would continue to suffer under Prime Minister Najib Abdul Razak 's administration .",poor-families,my,70,117,the poor families who would continue to suffer,Compassion,1
7298,@@20390380,"""Despite his claims to having a """" great heart """" and political balls , Trump upended the lives of hundreds of thousands of so-called """" dreamers """" - immigrants who were children when their parents came to the US illegally - in a political manoeuvre that revealed neither quality .""",migrant,au,133,142,dreamers,Compassion,2
7298,@@20390380,"""Despite his claims to having a """" great heart """" and political balls , Trump upended the lives of hundreds of thousands of so-called """" dreamers """" - immigrants who were children when their parents came to the US illegally - in a political manoeuvre that revealed neither quality .""",migrant,au,69,144,"""Trump upended the lives of hundreds of thousands of so-called """" dreamers """"""",Compassion,1
42,@@4591694,Vanessa had feelings of hopelessness in her final days which increased when her cry for help yielded no response from the resident magistrate who placed her in the care of the State . Her letter was conveyed to this court official by an investigator from the Office of the Children 's Advocate .,hopeless,jm,0,182,Vanessa had feelings of hopelessness in her final days which increased when her cry for help yielded no response from the resident magistrate who placed her in the care of the State,Compassion,1
3461,@@4682798,"Most of us are not satisfied with what we have . You might be stressed about not getting that promotion , or unsatisfied with your job/salary , or tensed with your children etc . Remember that there are people dealing with harder situations that yourself ; some are homeless , jobless , or without children .",homeless,pk,257,307,"some are homeless , jobless , or without children",Compassion,1
7670,@@908145,"Every time Dr Khan visits his parents in the nearby town of Jhelum , a queue of patients forms outside the house to seek his help , many of them poor families with desperately ill children .",poor-families,gb,145,189,poor families with desperately ill children,Compassion,1
986,@@16039256,"This wally of an MP just wants his name in the press , what has he ever achieved fro Southend , what did this idle wally do to get the scanner tuned on at the hospital ... zero ! He raised in parliament the fact that his was his mummies birthday , but forgot to mention the homeless families on our streets .",homeless,gb,252,307,forgot to mention the homeless families on our streets,Compassion,1
5977,@@8816863,""""""" Our life has completely changed from when he as an able-bodied young man running around 5000 miles an hour organising everyone . Now , he 's more disabled than anyone that he ever helped . ' '""",disabled,nz,131,189,"Now , he 's more disabled than anyone that he ever helped",Compassion,1
10454,@@22338535,""""""" We are challenged , I suggest , to turn this time of celebration into a sustained commitment of awareness and care for those for whom each day is an act of survival , """" said Mr Higgins , thanking those who work to support the vulnerable .""",vulnerable,ie,121,167,those for whom each day is an act of survival,Compassion,1
10454,@@22338535,""""""" We are challenged , I suggest , to turn this time of celebration into a sustained commitment of awareness and care for those for whom each day is an act of survival , """" said Mr Higgins , thanking those who work to support the vulnerable .""",vulnerable,ie,151,167,act of survival,Metaphors,1
2183,@@8918727,""""""" When I was born , this was a nightmare town for disabled children """" , he said to me then .""",disabled,gh,20,68,this was a nightmare town for disabled children,Compassion,1
2183,@@8918727,""""""" When I was born , this was a nightmare town for disabled children """" , he said to me then .""",disabled,gh,29,46,a nightmare town,Metaphors,1
5039,@@15903988,"Harvey said that the issue of violence against children was critical to the country as it was not confined to poor families , or to marginalised children or children living in the shadow of conflict .",poor-families,ng,166,199,living in the shadow of conflict,Metaphors,1
5039,@@15903988,"Harvey said that the issue of violence against children was critical to the country as it was not confined to poor families , or to marginalised children or children living in the shadow of conflict .",poor-families,ng,132,199,marginalised children or children living in the shadow of conflict,Compassion,1
1192,@@3252334,"I think they also get the chance to see success . When they can see a street person succeed and not just get locked in that hopeless category , their vision changes .",hopeless,us,105,142,get locked in that hopeless category,Compassion,1
5180,@@21237825,"The words of Desmond Tutu , rings true for 31 year old Ayesha Allen , president of the Gift of Love Ja . who believes that championing the cause of those in need and starting a charity to fulfil it is a part of God 's plan for her life .",in-need,jm,87,100,Gift of Love,Compassion,2
9196,@@20353201,"The hundreds of families that have gathered at the enormous NRG centre in the southern outskirts of Houston may have a roof over their heads , but their plight is similar to those who left the Middle East for Europe . They are refugees -- people who have lost their homes , their possessions and , in many cases , their livelihoods .",refugee,ie,108,141,may have a roof over their heads,Metaphors,1
9196,@@20353201,"The hundreds of families that have gathered at the enormous NRG centre in the southern outskirts of Houston may have a roof over their heads , but their plight is similar to those who left the Middle East for Europe . They are refugees -- people who have lost their homes , their possessions and , in many cases , their livelihoods .",refugee,ie,218,332,"They are refugees -- people who have lost their homes , their possessions and , in many cases , their livelihoods",Compassion,1
6327,@@15723145,"And so what is this hustling scam-artist talking about ? The rump-CPP presidential candidate has also been screaming a lot in the name of Ghana 's communities of the disabled and abjectly deprived . Now , let Mr. Greenstreet , who has promised to supply free wheelchairs to the crippled and poor if voted into power , point us to a single substantive or significant project that he has undertaken for the especial benefit of the country 's poor and destitute , besides endlessly running his loud mouth .",disabled,gh,274,296,the crippled and poor,Compassion,1
10249,@@18798766,There are also angels who get together and help a larger group of people in need .,in-need,my,15,39,angels who get together,Metaphors,1
2833,@@16966112,"""Courses include Greek , English , mathematics , geography , computer and art , offered by Greek certified teachers and qualified staff of """" Save the Children """" . Teachers include also members of the refugee community .""",refugee,ph,140,158,Save the Children,Compassion,1
8602,@@23989900,Providence Village will be a space for the Sisters to continue their mandate of caring for the poor and meeting the needs of the vulnerable . The village will be a hub for offering services to vulnerable populations in Kingston .,vulnerable,ca,0,19,Providence Village,Compassion,1
10173,@@2867350,"""Meanwhile """" throughout this island , the high level of suicide is terrible and terrifying . """" As Christians """" we can give hope , where a person feels only darkness and hopelessnes , """" he said .""",hopeless,ie,135,180,a person feels only darkness and hopelessnes,Compassion,2
5568,@@18224719,"""The """" Good Will Walk -- Walk to Feed 2017 """" , is a series of walks all over the country with the aim of raising some RM100,000 to assist the Orang Asli during natural disasters and to feed the homeless in Kuala Lumpur .""",homeless,my,6,42,Good Will Walk -- Walk to Feed 2017,Compassion,2
2702,@@9415919,""""""" We beg the Niger Delta Avengers to think about the plight of children in conflict situations . We need to see laughter of children but how can be a reality when they are forced to live in refugee camps . We need government to guarantee our rights and welfare , """" they stated .""",refugee,ng,97,204,We need to see laughter of children but how can be a reality when they are forced to live in refugee camps,Compassion,2
5386,@@50040256,"Every day , tons of excess food -- mostly bread and vegetables -- were discarded , and would have gone to waste , were it not for the intervention of one man . Massimo Bottura , head chef at three-Michelin-starred restaurant Osteria Francescana in Moderna , devised a unique project to redirect this food into the mouths of those most in need , in an imaginative and invigorating way that would leave a profound impact on all who experienced it. ? ? ?",in-need,hk,283,343,to redirect this food into the mouths of those most in need,Metaphors,2
5835,@@20486804,"At least 400,000 hungry and traumatised refugees have sought refuge in Bangladesh since October 2016 .",refugee,my,17,49,hungry and traumatised refugees,Compassion,2
6833,@@23754955,"""Most are from desperately poor Horn of Africa countries and like tens of thousands each year , were willing to risk the treacherous journey through war-torn and impoverished Yemen in the hope of finding work in Saudi Arabia and other wealthy Gulf Arab states . But their plan was not to be . Caught and detained by the Yemeni authorities , the 600 or so men now await deportation , prevented from leaving their makeshift jail by armed soldiers . Conditions at the warehouse are growing increasingly desperate . Several days ago , the authorities stopped handing out food and basic supplies . """" I came from Djibouti to work . They used to give us small amounts of food . If there is no food , we will die , """" said one migrant who declined to give his name . """" If there is no solution , they will deport us to our countries or get us out of here """" , the man added . Yemen , the poorest country on the Arabian Peninsula , has long been a transit point for migrants and refugees from East Africa , many of whom are fleeing hunger and violence . The route was unsafe long before Yemen descended into all-out war in 2015 . Hundreds drown each year on the perilous sea journey , and those who make it face multiple risks , including death by """" assault , extortion and abuse by criminal networks , as well as the hazards stemming from the war in Yemen itself """" , according to UNHCR , the United Nations ' refugee agency . Despite these dangers , the number of migrants traveling across the Gulf of Aden and Red Sea to Yemen has been rising steadily , to 117,000 in 2016 from 92,000 in 2015 , according to UNHCR . Khaled al-Elwany , a local official who until recently oversaw the deportation of migrants back to their home countries , says up to 15,000 migrants are arrested at city checkpoints each month . Elwany says he was fired by the interior ministry for refusing to cooperate with a plan to relocate the center to a neighboring province and after authorities stopped food supplies . A ministry official told Reuters that the aim of the move to a new facility had been to improve conditions for the migrants while they await deportation . Saudi Arabia and a coalition of mostly Gulf Arab allies are fighting to restore Yemen 's exiled government to power and roll back the Iran-aligned Houthi movement . While the government nominally controls Aden and other southern areas , a budget crunch and rivalries with local armed groups mean its officials mostly reside abroad . State services and salaries have been hit hard by the chaos , and the African migrants appear to be a lower priority . The frightened men in the Aden warehouse , subsisting on bread bought with meager savings and washing their clothes in an rubbish-strewn outdoor space , are just the tip of the iceberg .""",migrant,au,2590,2741,"The frightened men in the Aden warehouse , subsisting on bread bought with meager savings and washing their clothes in an rubbish-strewn outdoor space",Compassion,2
6833,@@23754955,"""Most are from desperately poor Horn of Africa countries and like tens of thousands each year , were willing to risk the treacherous journey through war-torn and impoverished Yemen in the hope of finding work in Saudi Arabia and other wealthy Gulf Arab states . But their plan was not to be . Caught and detained by the Yemeni authorities , the 600 or so men now await deportation , prevented from leaving their makeshift jail by armed soldiers . Conditions at the warehouse are growing increasingly desperate . Several days ago , the authorities stopped handing out food and basic supplies . """" I came from Djibouti to work . They used to give us small amounts of food . If there is no food , we will die , """" said one migrant who declined to give his name . """" If there is no solution , they will deport us to our countries or get us out of here """" , the man added . Yemen , the poorest country on the Arabian Peninsula , has long been a transit point for migrants and refugees from East Africa , many of whom are fleeing hunger and violence . The route was unsafe long before Yemen descended into all-out war in 2015 . Hundreds drown each year on the perilous sea journey , and those who make it face multiple risks , including death by """" assault , extortion and abuse by criminal networks , as well as the hazards stemming from the war in Yemen itself """" , according to UNHCR , the United Nations ' refugee agency . Despite these dangers , the number of migrants traveling across the Gulf of Aden and Red Sea to Yemen has been rising steadily , to 117,000 in 2016 from 92,000 in 2015 , according to UNHCR . Khaled al-Elwany , a local official who until recently oversaw the deportation of migrants back to their home countries , says up to 15,000 migrants are arrested at city checkpoints each month . Elwany says he was fired by the interior ministry for refusing to cooperate with a plan to relocate the center to a neighboring province and after authorities stopped food supplies . A ministry official told Reuters that the aim of the move to a new facility had been to improve conditions for the migrants while they await deportation . Saudi Arabia and a coalition of mostly Gulf Arab allies are fighting to restore Yemen 's exiled government to power and roll back the Iran-aligned Houthi movement . While the government nominally controls Aden and other southern areas , a budget crunch and rivalries with local armed groups mean its officials mostly reside abroad . State services and salaries have been hit hard by the chaos , and the African migrants appear to be a lower priority . The frightened men in the Aden warehouse , subsisting on bread bought with meager savings and washing their clothes in an rubbish-strewn outdoor space , are just the tip of the iceberg .""",migrant,au,95,259,were willing to risk the treacherous journey through war-torn and impoverished Yemen in the hope of finding work in Saudi Arabia and other wealthy Gulf Arab states,Compassion,2
6833,@@23754955,"""Most are from desperately poor Horn of Africa countries and like tens of thousands each year , were willing to risk the treacherous journey through war-torn and impoverished Yemen in the hope of finding work in Saudi Arabia and other wealthy Gulf Arab states . But their plan was not to be . Caught and detained by the Yemeni authorities , the 600 or so men now await deportation , prevented from leaving their makeshift jail by armed soldiers . Conditions at the warehouse are growing increasingly desperate . Several days ago , the authorities stopped handing out food and basic supplies . """" I came from Djibouti to work . They used to give us small amounts of food . If there is no food , we will die , """" said one migrant who declined to give his name . """" If there is no solution , they will deport us to our countries or get us out of here """" , the man added . Yemen , the poorest country on the Arabian Peninsula , has long been a transit point for migrants and refugees from East Africa , many of whom are fleeing hunger and violence . The route was unsafe long before Yemen descended into all-out war in 2015 . Hundreds drown each year on the perilous sea journey , and those who make it face multiple risks , including death by """" assault , extortion and abuse by criminal networks , as well as the hazards stemming from the war in Yemen itself """" , according to UNHCR , the United Nations ' refugee agency . Despite these dangers , the number of migrants traveling across the Gulf of Aden and Red Sea to Yemen has been rising steadily , to 117,000 in 2016 from 92,000 in 2015 , according to UNHCR . Khaled al-Elwany , a local official who until recently oversaw the deportation of migrants back to their home countries , says up to 15,000 migrants are arrested at city checkpoints each month . Elwany says he was fired by the interior ministry for refusing to cooperate with a plan to relocate the center to a neighboring province and after authorities stopped food supplies . A ministry official told Reuters that the aim of the move to a new facility had been to improve conditions for the migrants while they await deportation . Saudi Arabia and a coalition of mostly Gulf Arab allies are fighting to restore Yemen 's exiled government to power and roll back the Iran-aligned Houthi movement . While the government nominally controls Aden and other southern areas , a budget crunch and rivalries with local armed groups mean its officials mostly reside abroad . State services and salaries have been hit hard by the chaos , and the African migrants appear to be a lower priority . The frightened men in the Aden warehouse , subsisting on bread bought with meager savings and washing their clothes in an rubbish-strewn outdoor space , are just the tip of the iceberg .""",migrant,au,14,56,desperately poor Horn of Africa countries,Compassion,2
6833,@@23754955,"""Most are from desperately poor Horn of Africa countries and like tens of thousands each year , were willing to risk the treacherous journey through war-torn and impoverished Yemen in the hope of finding work in Saudi Arabia and other wealthy Gulf Arab states . But their plan was not to be . Caught and detained by the Yemeni authorities , the 600 or so men now await deportation , prevented from leaving their makeshift jail by armed soldiers . Conditions at the warehouse are growing increasingly desperate . Several days ago , the authorities stopped handing out food and basic supplies . """" I came from Djibouti to work . They used to give us small amounts of food . If there is no food , we will die , """" said one migrant who declined to give his name . """" If there is no solution , they will deport us to our countries or get us out of here """" , the man added . Yemen , the poorest country on the Arabian Peninsula , has long been a transit point for migrants and refugees from East Africa , many of whom are fleeing hunger and violence . The route was unsafe long before Yemen descended into all-out war in 2015 . Hundreds drown each year on the perilous sea journey , and those who make it face multiple risks , including death by """" assault , extortion and abuse by criminal networks , as well as the hazards stemming from the war in Yemen itself """" , according to UNHCR , the United Nations ' refugee agency . Despite these dangers , the number of migrants traveling across the Gulf of Aden and Red Sea to Yemen has been rising steadily , to 117,000 in 2016 from 92,000 in 2015 , according to UNHCR . Khaled al-Elwany , a local official who until recently oversaw the deportation of migrants back to their home countries , says up to 15,000 migrants are arrested at city checkpoints each month . Elwany says he was fired by the interior ministry for refusing to cooperate with a plan to relocate the center to a neighboring province and after authorities stopped food supplies . A ministry official told Reuters that the aim of the move to a new facility had been to improve conditions for the migrants while they await deportation . Saudi Arabia and a coalition of mostly Gulf Arab allies are fighting to restore Yemen 's exiled government to power and roll back the Iran-aligned Houthi movement . While the government nominally controls Aden and other southern areas , a budget crunch and rivalries with local armed groups mean its officials mostly reside abroad . State services and salaries have been hit hard by the chaos , and the African migrants appear to be a lower priority . The frightened men in the Aden warehouse , subsisting on bread bought with meager savings and washing their clothes in an rubbish-strewn outdoor space , are just the tip of the iceberg .""",migrant,au,261,292,But their plan was not to be .,Compassion,1
152,@@18323373,"Desperation and fear of a dismal future filled with difficulty and suffering amplify their aggression and heartless tendencies . It finally comes down to them against the rest of ' society ' that they perceive as a collection of faceless , nameless , heartless , careless haves who continually exploit , marginalise and despise them and sentence them to a life of hopelessness .",hopeless,jm,0,77,Desperation and fear of a dismal future filled with difficulty and suffering,Compassion,2
152,@@18323373,"Desperation and fear of a dismal future filled with difficulty and suffering amplify their aggression and heartless tendencies . It finally comes down to them against the rest of ' society ' that they perceive as a collection of faceless , nameless , heartless , careless haves who continually exploit , marginalise and despise them and sentence them to a life of hopelessness .",hopeless,jm,278,377,"who continually exploit , marginalise and despise them and sentence them to a life of hopelessness",Compassion,1
7242,@@4637064,"Undoubtedly , strides have been made but too many Jamaicans remain poor and in a sense of hopelessness ; too many are unemployed and hungry . Cursing the IMF for its prescription is not going to get us very far . The IMF did not come knocking at Jamaica 's door ; we were at death 's door and went knocking .",hopeless,jm,41,103,too many Jamaicans remain poor and in a sense of hopelessness,Compassion,1
7242,@@4637064,"Undoubtedly , strides have been made but too many Jamaicans remain poor and in a sense of hopelessness ; too many are unemployed and hungry . Cursing the IMF for its prescription is not going to get us very far . The IMF did not come knocking at Jamaica 's door ; we were at death 's door and went knocking .",hopeless,jm,105,140,too many are unemployed and hungry,Compassion,1
7242,@@4637064,"Undoubtedly , strides have been made but too many Jamaicans remain poor and in a sense of hopelessness ; too many are unemployed and hungry . Cursing the IMF for its prescription is not going to get us very far . The IMF did not come knocking at Jamaica 's door ; we were at death 's door and went knocking .",hopeless,jm,213,307,The IMF did not come knocking at Jamaica 's door ; we were at death 's door and went knocking,Metaphors,1
6971,@@15477339,"""It 's unfortunate that De Lima chose to ascribe that episode in her life to the """" frailties of a woman . """" That remark , made in a televised interview , does not reflect well on women and their limitless capacity to be strong and responsible in their choices . But now that she has taken the step of admitting a relationship with Dayan , perhaps she can take the next step : to help him come out and say his piece .""",women,ph,178,259,women and their limitless capacity to be strong and responsible in their choices,The_poorer_the_merrier,1
1397,@@3310768,Out of place : A man in a suit and his smartly dressed companion walk past a family of migrants drying their clothes on the railing by the sea front at Kos,migrant,gb,75,156,a family of migrants drying their clothes on the railing by the sea front at Kos,Compassion,1
9419,@@23755581,"If most good things begin in the home , so must the life-or-death battle relating to global warming . Across the world , creative and innovative architects have developed more affordable and eco-friendly ways of building houses . Sri Lanka 's Housing and Construction Minister Sajith Premadasa , continuing the good work his father started , has launched hundreds of projects , mainly in rural areas , to provide houses with deeds and small plots of land to homeless people . Social analysts see this as the first major step towards restoring the dignity of these poverty-stricken families , so that they could earn their living and rise from the second-class citizenship of living on the dole .",homeless,lk,504,694,"the first major step towards restoring the dignity of these poverty-stricken families , so that they could earn their living and rise from the second-class citizenship of living on the dole",Compassion,1
639,@@4633061,""""""" For such patients , their future is desolating . They feel hopeless and worthless about their life , as there is no point in living if it 's to suffer in pain and misery and that is why suicide is the best option for them , """" said Dr. Mohd Jamil .""",hopeless,my,51,101,They feel hopeless and worthless about their life,Compassion,1
639,@@4633061,""""""" For such patients , their future is desolating . They feel hopeless and worthless about their life , as there is no point in living if it 's to suffer in pain and misery and that is why suicide is the best option for them , """" said Dr. Mohd Jamil .""",hopeless,my,2,49,"For such patients , their future is desolating",Compassion,1
2520,@@8214403,"Dole , France -- French baker Michel Flamant , who owes his life to the homeless man who begged for handouts outside his bakery , knows more than anyone that man does not live by bread alone .",homeless,ph,68,109,the homeless man who begged for handouts,Compassion,1
2520,@@8214403,"Dole , France -- French baker Michel Flamant , who owes his life to the homeless man who begged for handouts outside his bakery , knows more than anyone that man does not live by bread alone .",homeless,ph,158,191,man does not live by bread alone,Compassion,1
6910,@@19027470,"World Refugee Day is marked on June 20 every year , the day seeks to highlight the plight of refugees globally and their resistance and strength in spite of the challenges faced .",refugee,gh,79,178,the plight of refugees globally and their resistance and strength in spite of the challenges faced,The_poorer_the_merrier,2
1394,@@14758376,"Mr Porter , do you think you will get the numbers needed from the remaining senators and do you agree that , if implemented , some vulnerable people will fall through the cracks and the streets could be un-safer as a consequence ?",vulnerable,au,131,178,vulnerable people will fall through the cracks,Metaphors,2
661,@@19893235,"The common thieves then stole a crust of bread , the law came down upon the hungry heads ; the haughty land robber stole land with men resources and all contents . The first they said were a hopeless conviction . While they escaped the law by trick ; that grave , one-sided justice would not do -- the poor call for consideration , too . The cruel people started the unholy war , then from the line of action they kept far ; they pushed to the front sons of the poor , there to do battle , die , suffer galore , as the guns raged , liberty loans they raised , and in glorious tones , we sung freedom 's praise . Those who made wars should first went to the front , and of shot and shell bear there the brunt : In first lines of action they were all due , if to their country and people they were true : When this was demanded in right of all , there would have been no more deadly cannon balls : The downtrodden poor people of us joined together and prevented the Pakistani rulers our rights to purloin .",hopeless,lk,0,89,"The common thieves then stole a crust of bread , the law came down upon the hungry heads",Compassion,1
661,@@19893235,"The common thieves then stole a crust of bread , the law came down upon the hungry heads ; the haughty land robber stole land with men resources and all contents . The first they said were a hopeless conviction . While they escaped the law by trick ; that grave , one-sided justice would not do -- the poor call for consideration , too . The cruel people started the unholy war , then from the line of action they kept far ; they pushed to the front sons of the poor , there to do battle , die , suffer galore , as the guns raged , liberty loans they raised , and in glorious tones , we sung freedom 's praise . Those who made wars should first went to the front , and of shot and shell bear there the brunt : In first lines of action they were all due , if to their country and people they were true : When this was demanded in right of all , there would have been no more deadly cannon balls : The downtrodden poor people of us joined together and prevented the Pakistani rulers our rights to purloin .",hopeless,lk,425,510,"they pushed to the front sons of the poor , there to do battle , die , suffer galore",Compassion,1
