par_id,art_id,keyword,country_code,text,label,class
6817,@@25280246,immigrant,za,using chromosome data sample scientist team volunteer ran material growing public database genealogical data service like ancestrycom andme search turned probable match family line tracing back immigrant named nicholas,0,0
6818,@@18529672,homeless,ph,duterte expressed frustration quarter criticizing government administration best provide le fortunate homeless,1,0
6819,@@4248987,homeless,gb,jeremy reynalds expat brit run place tell frankly mainstay place people drug alcohol domestic violence issue year crisis dragged new phenomenon homeless middleclass,0,0
6820,@@16165484,in-need,jm,essential service mean neighbour need day week especially day worship turn back depends viewpoint seek first follow church code follow code jesus christ h supportedby scripture,1,0
6823,@@7717247,immigrant,nz,trump characterised mexican illegal immigrant criminal proposed temporary ban muslim entering united state,0,0
6824,@@1431035,women,lk,world association girl guide girl scout wagggs million member country largest voluntary organisation girl young woman world,0,0
6825,@@2777696,in-need,gb,around three people die every day across uk need organ transplant,0,0
6826,@@234041,hopeless,us,let acknowledge something wife mother met shocking lack support unacceptable level judgment leaf young woman feeling hopeless discouraged,3,1
6828,@@20062680,vulnerable,us,according bloomberg mnuchin also told staff look ahead focus administration economic agenda particularly tax cut order get trade tax legislation congress white house need overwhelming support republican congress trump endangering equating shavedheaded white supremacist carrying nazi flag protester sought block way also repeated attack individual gopers including mcconnell flake trump using precious capital bully pulpit talk confederate monument savage attack fellow republican holmes former aide mcconnell told politico playbook think tax reform repeal replace north korean nuclear capability focused critique extremely vulnerable democrat opposed every possible turn,0,0
6830,@@24433235,in-need,gh,ghanaian tertiary student pursuing accredited program one tertiary institution need loan student loan trust fund sltf support facilitate financial resource public institution also promotes well facilitate national ideal per enshrined constitution student loan trust fund statement check easily accessed borrower luckily qualified loan use computer smartphone easily check balance comfort house,1,0
6831,@@17259476,immigrant,jm,immigrant central south america caribbean usually flown charter flight according ice charter flight also scheduled needed immigrant returned europe africa asia according report homeland security office inspector general ice air operation paid average u per flight hour various charter flight,0,0
6832,@@8941945,refugee,ke,uhuru diplomat member security council led president also egyptian envoy un alexis lamek discussed impending repatriation refugee well general situation somalia,0,0
6833,@@23754955,migrant,au,desperately poor horn africa country like ten thousand year willing risk treacherous journey wartorn impoverished yemen hope finding work saudi arabia wealthy gulf arab state plan caught detained yemeni authority men await deportation prevented leaving makeshift jail armed soldier condition warehouse growing increasingly desperate several day ago authority stopped handing food basic supply came djibouti work used give u small amount food food die said one migrant declined give name solution deport u country get u man added yemen poorest country arabian peninsula long transit point migrant refugee east africa many fleeing hunger violence route unsafe long yemen descended allout war hundred drown year perilous sea journey make face multiple risk including death assault extortion abuse criminal network well hazard stemming war yemen according unhcr united nation refugee agency despite danger number migrant traveling across gulf aden red sea yemen rising steadily according unhcr khaled alelwany local official recently oversaw deportation migrant back home country say migrant arrested city checkpoint month elwany say fired interior ministry refusing cooperate plan relocate center neighboring province authority stopped food supply ministry official told reuters aim move new facility improve condition migrant await deportation saudi arabia coalition mostly gulf arab ally fighting restore yemen exiled government power roll back iranaligned houthi movement government nominally control aden southern area budget crunch rivalry local armed group mean official mostly reside abroad state service salary hit hard chaos african migrant appear lower priority frightened men aden warehouse subsisting bread bought meager saving washing clothes rubbishstrewn outdoor space tip iceberg,4,1
6834,@@15632818,homeless,au,quick learn homelessness happen isolation young people working experiencing complex issue poor mental physical health economic hardship legal issue family breakdown isolation past ongoing sexual physical violence ongoing effect trauma said,0,0
6835,@@16758313,hopeless,sg,important note journalist angel confrontation either established medium network started covering candidacy mr trump entertainment rather politics ended coverage hustings portraying hopeless candidate whose chance beaten opponent hillary clinton merely high also astronomical per cent huffington post predicted eve ballot without slightest hint doubt,0,0
6836,@@1787121,immigrant,gh,metropolis columbus ohio recently cynosure state especially among fast growing immigrant population event beholds eye,0,0
6838,@@13786523,refugee,za,sheena jonker head mediator access justice notforprofit organisation providing refugee legal support said agreement reached group irrationally believed resettled third country,0,0
6839,@@23413758,women,gh,president occasion receive praise oratory market woman remain unimpressed,0,0
6840,@@9745516,homeless,au,decision come following series tweet shelter sa chief executive dr alice clark prompting department community social inclusion dcsi open city franklin street interstate bus station homeless following two freezing night torrential rain,1,0
6841,@@1864808,homeless,tz,strong wind leave people homeless,0,0
6842,@@14327774,vulnerable,lk,voice elder live outside major city vulnerable situation voice unheard structured political social mechanism voice concern government need attend requirement elder must encouraged express thought opinion view welfare also social political development,0,0
6843,@@4604092,poor-families,bd,assistance shoal livelihood programme different ngo poor family living area district achieved success overcome poverty since,3,1
6844,@@4540354,women,jm,woman began dancing singing line kartel jail,0,0
6846,@@23578737,migrant,za,honduran paid student la america newcomer school designed recent immigrant refugee student often limited formal education little english ability,0,0
6847,@@21423333,immigrant,in,another terror attack shook city new york tuesdayan unidentified man police identified immigrant uzbekistan rented vehicle ran couple people refusing stop people killed injured police managed track arrest people obviously scared terrified whatever happened broad daylight busy street according report driver kept shouting allahu akbar translates god great,0,0
6848,@@19827743,disabled,ie,customer number one priority providing best shopping experience possible every time shop store utmost importance aldi mind provide free car parking space across irish store including designated space disabled driver young family customer enjoy free parking shopping aldi statement added,0,0
6849,@@14879520,homeless,sg,category hurricane tore haiti oct killing people leaving million need humanitarian aid including made homeless storm also disrupted power communication transport link,0,0
6850,@@1053456,in-need,ca,story tug heartstrings much rescue animal need,0,0
6851,@@19344832,refugee,sg,cambodia sent home ethnic minority uighur china troubled far western region xinjiang despite objection un refugee agency right group said feared safety uighur sent back,0,0
6853,@@13547312,homeless,nz,work dcm tito work wellington homeless community unique insight experiencing,0,0
6854,@@26032312,homeless,gh,founded dr irwin redlener singer songwriter paul simon program designer karen redlener child health fund mission bring health care directly homeless lowincome child family chf accomplishes mission expanding access comprehensive innovative primary care reducing health barrier learning interfere child development school performance responding need vulnerable child impacted major public health crisis improving health wellbeing child advocacy public education effort past year chf provided million health care encounter often place doctor health care provider short supply,0,0
6856,@@1555049,hopeless,us,much war pretend army unit sent hopeless attack flown enemy stronghold fit news cycle vip needed entertainment,0,0
6857,@@1982327,hopeless,za,hospital managed find extra ward space neonatal icu hopelessly unequipped meet medical need,0,0
6858,@@23990923,in-need,ie,recommendation include targeted use national training fund ntf zerorate employer prsi contribution engaging apprentice trade need stimulus reintroduction statutory employer redundancy rebate incentive employment,0,0
6860,@@8879164,hopeless,us,everyone brewer least brewer putting le hopeless,0,0
6861,@@7924203,migrant,gh,fire service made effort recruit ethnic minority particularly resettled refugee today volunteer based noble park half immigrant background,0,0
6862,@@10064576,vulnerable,ng,minister said told nigerian many occasion military decimated boko haram uprooted territory controlled terrorist engaged attack soft target mean highlyvulnerable place like market motor park well worship entertainment centre,0,0
6863,@@114717,women,us,considering u war year since nice know mental health young men woman serve country slowly gaining attention deserves h sorry error occurred,0,0
6864,@@25423949,disabled,au,fourth trip disabled list velasquez three season philadelphia,0,0
6865,@@25887412,poor-families,hk,almost percent child living poverty suffer malnutrition fifth suffer hunger according survey hong kong people service center came alarming finding survey child teenager aged six poor family group said government refer overseas practice establish food subsidy scheme,0,0
6866,@@1050324,homeless,in,dhubrikokrajhar people rendered homeless due clash bodos minority immigrant alleged lack sufficient food drinking water medicine relief camp charge denied authority,0,0
6867,@@3421663,women,ph,told warm comforting way pay anything want said pointing small basket could leave donation woman clean bathroom left,0,0
6868,@@22312290,in-need,bd,southasian monsoon flood inundated northern floodplain country leaving people still need support repair home replace belonging flood water receded said statement undp,0,0
6870,@@60030429,immigrant,ca,schreter family along leader many quebec prominent immigrant community urging legault patient,0,0
6872,@@648900,homeless,ph,million people affected across large swath country many made homeless,0,0
6874,@@21200289,disabled,my,making clothes disabled shopper may seem like niche market million potential customer u around world get short shrift brand hilfiger describes effort part democratisation fashion,1,0
6875,@@21280562,in-need,ie,never know someone may feeling tend master concealing appearance presenting false facade carefree student never underestimate little thing simple smile contagious feel need reason smile head puppy room wednesday go relax chill ville escape wet windy weather watching babadook,0,0
6876,@@21339934,refugee,in,rohingya refugee perweek fleeing violence facing myanmar another bunch profusely used militant combat young girl snatched family raped parent killed sibling abducted,0,0
6878,@@7657087,migrant,ie,lad nt get irish army joined british army situation like coming job ireland immigrant stated,1,0
6880,@@4680778,migrant,pk,far kashmir concerned something always turned mind kashmir sixteen insurgency beginning take became really difficult travel visited ancestral village kunzergaon far away srinagar time still pandit multan kept family genealogy intact recited u one cousin filmmaker back recently said temple gone pandits scattered completely word lost connection valley family left kashmir early part th century migrant community around agra lucknow kanpur later seeped jaipur rest rajasthan heard among circle punjabi pandits nt speak kashmiri anymore,0,0
6881,@@26001593,migrant,sg,born charlotte rae lubotsky april milwaukee daughter russian immigrant dropped last name show business college worked chicago tv radio moving new york city developed nightclub act broke broadway,0,0
6882,@@15565547,vulnerable,sg,increase incentive invest security create market trusted independent assessment data security measure organisation credibly signal level data security security signal enable organisation indicate le vulnerable competitor,0,0
6883,@@14783092,women,lk,tamil community devastated security force ltte postwar context concern oppressed caste upcountry tamil displaced vanni woman solely carrying burden family lie state local community however tamil nationalist reduce grievance tamil victim sinhala state,0,0
6884,@@17341223,hopeless,my,dorothy day reminds u noone right sit feel hopeless much work end extraordinary year much work might rediscover power search truth could year post posttruth america magazine,0,0
6885,@@3671816,immigrant,gb,address level prejudice participant asked read two essay one critical one positive written immigrant latin america u following tm treatment participant per cent positive feeling towards immigrant criticised country,0,0
6887,@@22838561,women,us,larry nassar already sentenced year prison child pornography charge accused photographed girl woman abused even accused photographed molesting,0,0
6888,@@21648455,refugee,za,move part effort provide protection refugee vulnerable migrant travel libya often intending attempt dangerous sea crossing italy,0,0
6889,@@4273111,hopeless,hk,good friendly artilce nice analysis point know better respect small country nation nt mean bad hopeless someday proud engaged tajikistan thank lena best regard sj,0,0
6891,@@19837614,women,jm,rounding top five country listed dangerous place woman traveller egypt morocco jamaica india peru,0,0
6892,@@4615843,poor-families,bd,largely belonging poor family pursuing hazardous job exchange little money support,1,0
6893,@@2591279,vulnerable,lk,june washington dc sri lanka guardian next decade million girl worldwide get married turn trend continue new working paper cfr senior fellow gayle tzemach lemmon writes fragile state vulnerable conflict andor natural disaster rate child marriage especially high unmarried girl face increased risk natural disaster conflict early marriage becomes palatable option parent looking protect daughter,0,0
6894,@@14934791,vulnerable,hk,zero tolerance sex crime vulnerable,0,0
6895,@@19907975,poor-families,my,time state government fails protect people sarawak gst including poor family rural area pakatan harapan determined abolish said tax unfair system benefit central government,0,0
6897,@@1804332,homeless,tz,around people made homeless recent flooding serious hit dar e salaam living memory,0,0
6899,@@19875793,poor-families,my,another matter lim said poor family facing difficulty bereavement contact need help get coffin burial service,0,0
6902,@@26033160,refugee,my,right return refers demand palestinian refugee fled expelled home war surrounding israel creation descendant allowed back afp,0,0
6903,@@4528838,hopeless,jm,therefore rebirth production productivity need addressed believe propaganda private sector need engine growth government productive sector best reduce cost applying efficiency mechanism hopelessly outdated system throughout remit,0,0
6904,@@8107137,homeless,gb,know early intervention help prevent homelessness family separation damage future employability community disruption healthcare cost demand public service,0,0
6905,@@15336817,immigrant,lk,hispanic voted block overwhelmingly trump fear illegals among would deported legal hispanic citizen support illegal hispanic immigrant problem racism hispanic come grip citizen usa larger tamil community sri lanka confront defeat eelamist tamil pushing towards antinational separatist goal hispanic usa tamil community sl wrongly believe hispaniceelamist separatist cake solely share ussl national cake antinational behavior alienating majority population country,0,0
6906,@@1907523,vulnerable,tz,remark usaid deputy administrator alfonso lenhardt said served u ambassador tanzania seen improving access electricity empower vulnerable community escape cycle extreme poverty,3,1
6908,@@4554327,vulnerable,jm,new patent design act provide modern framework investment amendment evidence act allow videorecorded evidence particularly useful child victim sexual abuse evidence remote location via live link protection vulnerable witness facilitate witness overseas also brought h advertisement,0,0
6910,@@19027470,refugee,gh,world refugee day marked june every year day seek highlight plight refugee globally resistance strength spite challenge faced,4,1
6911,@@15478133,vulnerable,ng,statement issued saturday atiku said insurgent still occupy specific geographical space boko haram still retain capacity occasional deadly attack many citizen zone still remain vulnerable live fear,0,0
6912,@@19538079,hopeless,gb,joy probe bit deeper asking series question feel hopeless feel restless respond bit stressed joy offer several destressing technique,0,0
6913,@@4686263,immigrant,my,illegal immigrant landed langkawi last sunday said sent immigration depot belantik mainland kedah,0,0
6914,@@23277588,disabled,za,case bangladesh bank hacker infected system malware disabled swift printer bank official dhaka initially assumed simply printer problem,0,0
6915,@@23504479,disabled,ie,using prediction brick much easier faster typing phrase letter letter disabled also elderly people child,0,0
6916,@@398584,immigrant,au,eleanor hall suggesting one overall definition humanitarian immigrant get rid notion refugee altogether,0,0
6917,@@3810468,hopeless,gb,least penny finally dropped weatherdependent wind solar hopelessly unreliable m rudd recognised provide reliable backup time wind nt blowing sun nt shining urgently need subsidise doubling gasfired power plant,0,0
6918,@@22685098,women,nz,seems year woman come forward express desire openly said,0,0
6919,@@16699023,disabled,ng,agreed formulate policy hiv nigeria focus disabled person prison inmate warden uniformed personnel,0,0
6920,@@4572736,women,my,year creation doll already showed capacity adapting time became astronaut nod first time woman went space iconic moment became airplane pilot conveyed idea woman able man job outline fr rique tutt npd group toy market expert,1,0
6921,@@60082705,in-need,pk,dressing room shown misbah video seen poor state need renovation maintenance,0,0
6922,@@15839981,vulnerable,in,president said exploitation resource degradation environment serious challenge sustainable development said developing economy closely related climatesensitive sector like agriculture forestry vulnerable climate change,0,0
6923,@@17187728,homeless,nz,rose said attended several funeral homeless people auckland city mission lost contact family saddened,1,0
6924,@@24288934,hopeless,nz,richard referring battle greece ally hopelessly outnumbered outgunned final stage battle wilson handley wrote diary entry quoted start story,0,0
6925,@@50084717,vulnerable,gb,tend find inmate fall prison officer whatever reason might pay someone vulnerable usually go,0,0
6927,@@10097645,refugee,lk,sri lankan government keen getting assistance indian government enable quicker voluntary repatriation remaining refugee,0,0
6929,@@23451285,vulnerable,ke,failure implement law regarding electoral violence said left woman vulnerable harassment threat stereotyping physical attack form opponent supporter,0,0
6930,@@13505079,migrant,gb,three attack carried recent migrant,0,0
6931,@@20681266,vulnerable,nz,limiting interest charged relation ocr loan shark target poor keep trapped prison poverty crippling interest rate government help protection vulnerable,3,1
6932,@@4634331,homeless,my,rayna rusenko asserts first step tackling problem homelessness knowing root problem,0,0
6933,@@23518816,immigrant,sg,league led matteo salvini went percent vote last election preliminary result predict around percent time around formerly called northern league focused secession northern italy updated party embraced nationalist antiislam antiimmigrant message broaden support salvini vowed deport migrant first year office elected called proposal racially segregating train blamed migrant rape drugdealing spreading disease,0,0
6934,@@9454408,women,sg,would inform interested woman job entailed engaging protected sex providing sexual service customer interested party asked fill sexually explicit questionnaire detailing particular preferred working condition sexual service willing provide,0,0
6936,@@10010521,vulnerable,au,around twothirds australian think good time buy house almost identical proportion believe housing market vulnerable significant correction,0,0
6937,@@16435750,disabled,za,mugg amp bean held training session staff blind patron mark cussons teach staff serve disabled customer,0,0
6939,@@14455992,poor-families,ng,u diaspora spend sleepless night working mere pittance know feel save enough able come back nigeria vacation see people week know theleaders nigeria sincere building astrong united country serious setting high class rich family low class poor family country become paradox richer country poorer citizen money shared,0,0
6940,@@20121285,disabled,lk,according third fifth schedule place worship charitable institution eligible tax concession money used provide care child elderly disabled income place worship supervised government institution taxed maximum whereas place worship supervised government able escape tax net discriminatory practice give rise social tension,0,0
6941,@@21913522,homeless,bd,collins university college cork simon society chairperson secondyear ucc student firsthand experience fighting homelessness cork like america charity ireland play large role helping people low option receiving little government assistance many involved charity wish government would play,0,0
6942,@@3363700,migrant,ca,heard continuously past year migrant rapidly deported even might wanted request type protection would eligible type humanitarian visa victim crime mexico nt opportunity meyer said,0,0
6943,@@15116833,homeless,my,hbb also run health screening programme homeless chow kit area kuala lumpur,0,0
6944,@@1846514,homeless,tz,estimate hold annual house demand tanzania stand unit house constructed yearly leaving family homeless,0,0
6945,@@2298232,women,gb,report domestic violence charity woman aid reveals woman reported partner ex used online activity track check said felt threatened behaviour facebook email named common platform abuse,0,0
6946,@@4652849,hopeless,jm,case nobody would know healthcare worker know see internet feeling hopeless nt know stated,0,0
6947,@@18488672,in-need,gh,whenever possible try use delivery flight new aircraft customer ship medical humanitarian donation country region need mr fabrice br gier president airbus commercial aircraft said,2,1
6948,@@7650686,migrant,ie,president executive order bypassing congress protect four million undocumented immigrant deportation infuriated republican blocked state court,0,0
6949,@@7539895,women,ke,steeplechase great twotime olympic champion ezekiel kemboi former woman world marathon record holder catherine ndereba three time world cross country champion short race edith masai stellar entourage,0,0
6950,@@15823756,homeless,ie,sleeping rough becoming published author man story make think twice ignoring homeless,3,1
6952,@@20517200,hopeless,ph,situation hopeless need pull resource together government private sector citizen make sure community ready respond natural even manmade hazard,0,0
6954,@@60033652,in-need,tz,among thing said seminar would broadly expose mp human right legal education work paralegal including mode operation highlighting paralegal collaborate mp expand scope legal aid service delivery purpose assist many people need legal assistance possible stand better position take human right legal education grassroots community constituency mp said masele,0,0
6955,@@347421,disabled,za,judge galgut say employer contention aware notification period employee considered disabled fact expected make full recovery return work view good reason explaining delay lodging claim say,0,0
6956,@@3237097,vulnerable,lk,h concerted action provide safe water vulnerable population several mean phepro foundation totally eradicate ckdmfo within year,1,0
6957,@@1651270,disabled,ca,thompson started learn swim program introduced waterpolo hamilton aquatic club initiated swimming program physically disabled child adult,0,0
6958,@@1861829,migrant,tz,added january december department managed arrest illegal immigrant,0,0
6959,@@25199311,homeless,ca,schulte said nt spoken directly city reinstalling fountain said heat booming homeless population area official proactive making sure people area nt overheat,0,0
6960,@@15099405,vulnerable,bd,child vulnerable amongst u imperative u government take plight seriously need make abuse exploitation child thing past,0,0
6961,@@3353173,refugee,sg,photograph taken january showing thengar char proposed place relocating rohingya refugee bangladesh cox bazar camp low tide island disappears completely several foot water high tide road flood defence photo afp,0,0
6962,@@24833883,poor-families,gb,one viewer tweeted eastenders back best cry carmel tonight second viewer wrote carmel absolutely broke heart tonight make think poor family get news like real life many ifs need change,3,1
6963,@@18987357,disabled,ph,detroit ap taijuan walker pitched five sharp inning return disabled list diamondback fourth straight game beating tiger,0,0
6964,@@15611751,disabled,ie,two disabled companion ca nt use bus could use dart give hour notice station unmanned need ramp get train,0,0
6965,@@15166718,homeless,ke,west leader work country certain people distribution sharing national cake expressed almost perfect welfare system homeless taken care jobless provided shelter sick offered free medical care,2,1
6966,@@20249403,immigrant,lk,muslim community associated myanmar former burma known rohingya muslim indigenous myanmar relatively recent migrant community myanmar muslim illicit immigrant migrated muslim neighborhood region bengal india british colonial period later east pakistan present bangladesh myanmar government past present consider rohingya muslim legitimate citizen myanmar people myanmar consider rohingya people illegal immigrant myanmar muslim account estimated total myanmar population million rohingya muslim living rohang western state myanmar known officially rakhine arakan,0,0
6968,@@333352,immigrant,ca,director operation immigrant support organization halifax said temporary foreign worker enter province every year many nt access information right making vulnerable similar abuse,0,0
6971,@@15477339,women,ph,unfortunate de lima chose ascribe episode life frailty woman remark made televised interview reflect well woman limitless capacity strong responsible choice taken step admitting relationship dayan perhaps take next step help come say piece,3,1
6973,@@23440023,women,my,jru state main participating union field several former national player men woman team tournament,0,0
6974,@@7739525,poor-families,nz,parent approximately baby poor family ineligible parental leave,0,0
6975,@@21396737,in-need,sg,taking short course help worker determine whether aptitude new role changing industry switch completely different sector need manpower,0,0
6976,@@25505334,refugee,lk,august sri lankan man sued government second time seeking refugee status time tokyo district court supported plaintiff claim life would danger return sri lanka although still granted asylum man life japan temporary residency status,0,0
6979,@@4621126,women,bd,former election commissioner brig gen retd sakhawat hussain said political party talk political empowerment woman nt usually give nomination several female leader made complaint ignored party,0,0
6980,@@16466484,immigrant,jm,codling alleges employer took passport repeatedly told right immigrant within country,0,0
6981,@@2939711,vulnerable,ca,bc move help vulnerable witness testify following oppal recommendation add,0,0
6982,@@50059926,refugee,ke,south sudanese doctor run overcrowded hospital dimlylit surgical theatre regular supply general anaesthesia tuesday un refugee agency prestigious nansen award,1,0
6983,@@18768711,vulnerable,jm,minister local government community development desmond mckenzie made declaration sought expound increased risk squatter face result vulnerable area live,0,0
6984,@@4532417,women,jm,financially stable eager put stop ticking biological clock woman consciously making decision become single parent either adoption becoming pregnant men intention raising child,0,0
6985,@@22263680,poor-families,nz,unusual family living car garage substandard boarding house food bank unable meet soaring demand beneficiary increasingly working poor private charity kidscan variety overwhelmed demand poor family basic necessity,1,0
6986,@@23941242,immigrant,us,agnew among first perhaps political leader exactly sort american right sought cultivate son greek immigrant grew baltimore worked way law school moved suburb implanted social milieu postwar white america kiwanis club bowling league lawrence welk show man loved good cardigan,0,0
6988,@@16437918,homeless,bd,vatican controversy mcdonald help feed homeless rome,3,1
6989,@@14915031,hopeless,hk,would nice neat could blame newly elected radical yau leung yiu additional openingday legco embarrassment oath earlier rejected barred voting president even without seems legco remains hopelessly fractious ineffectual body new term open,0,0
6990,@@21950885,women,lk,least men woman tortured itjp interviewed tried kill escaped sri lanka arriving uk hardly action economic migrant wanted better life one woman tried twice kill despite husband child long term student visa desperate people rushed hospital ambulance stomach pumped crafty cheat want exploit refugee system,1,0
6992,@@3585019,poor-families,ca,first take care poor family poland yes help refugee said monika kuta single mother,1,0
6997,@@15804825,disabled,lk,red cross say evacuated mostly disabled elderly civilian found part syrian city aleppo recently recaptured army trapped day inside former old people home rebelheld part old city heavy fighting nearby,0,0
6998,@@2884148,refugee,au,child found refugee nauru mr morrison legal guardian guardianship transferred nauruan minister justice david adeang,0,0
7000,@@10156250,women,gh,fgm prostitution satanic prime reward sacrifice tied man enforcer bear physical scaring scar suffering woman go silently physiological scar christian apply life christian eliminate fgm ability given u lord savior jesus christ generation curse christian must redeem time foolish daily life,0,0
7001,@@23239536,vulnerable,ng,president also directed security agency immediately mobilise deploy member vulnerable area state ensure perpetrator brought face full wrath law,0,0
7002,@@9880286,refugee,in,camp hold refugee rwanda government recently provided land double space available h nobel winner malala visit girl camp burundi refugee,2,1
7003,@@3723465,vulnerable,ie,unmistakable bird one latest named vulnerable,0,0
7005,@@3503403,immigrant,gb,lack id paper problem native argentinian immigrant request advice microjusticia argentina come undocumented migrant paraguay bolivia peru,0,0
7006,@@16767094,immigrant,za,last week gigaba met role player hospitality industry including hotel restaurant owner manager address high rate immigrant employment country,0,0
7008,@@22715540,hopeless,in,equally charming unexpected burst humor serve respite relentless intensity scene desperate hopeless shravan flip friend talking english one funniest moment mukkabaaz writer credit light scene feel organic narrative never bunged ease tension,0,0
7010,@@20395219,refugee,pk,sydney asylum seeker refugee held remote pacific camp wednesday awarded au million million illegally detained treated negligently australia largest human right class action settlement,0,0
7011,@@19551722,women,sg,mumbai hindi gec color extended support fifth edition womenonly marathon event pinkathon held delhi september,0,0
7012,@@21414961,immigrant,nz,one immigrant another mr plant albert einstein memorial washington photo supplied,0,0
7013,@@30044820,refugee,gh,secretary state said trump administration decided cut back refugee resettlement backlog number asylum request pending foreigner already u critic say backlog due large part administration policy slowing pace asylum request processed,0,0
7014,@@20079598,hopeless,us,yes threesome good harm even possible threesome good harmless threesome happen time loq far likelier hear threesome go horribly wrong great harm threesome lead major fight breakup jury trial one gossip read news unlike twosome sample unhappy twosome balanced happy couple see everywhere threesome sample hopelessly skewed know happy loving content couple threesome loq nt know know couple nt blurt fact party,0,0
7015,@@4140024,refugee,gb,told president maldives transform climate refugee climate innovator said paul van de camp ceo dutch docklands,4,1
7016,@@10362899,vulnerable,bd,guardian report quoted government spokesperson saying uk committed find solution deal cause behind migration crisis consequence uk prioritised humanitarian aid people region contributed bn syrian crisis largest ever uk response humanitarian crisis britain also committed taking vulnerable syrian refugee,0,0
7017,@@1088936,poor-families,za,full funding plan aim strengthen expand number education training college increase participation institution provide full funding tuition book accommodation living allowance student poor family,0,0
7018,@@2010864,refugee,in,according noorani hyderabad patel turned blind eye massacre muslim kashmir defended r nehru complained activity postpartition delhi insisted widespread anger muslim allowed go openly street eventually going protest nehru view muslim refugee evacuated home allowed return even inviting hindu mahasabha r join congress patel reported said ride two horse go pakistan,0,0
7019,@@250616,in-need,us,criminal justice system one area floyd belief gotten better still need improvement,0,0
7020,@@4655945,poor-families,bd,since continuous advocacy effort many agency committed individual issue extreme poverty brought national policy agenda however local level day day experience extreme poor family continues one marginalisation exclusion essential public service social protection transfer intended benefit,0,0
7021,@@2925115,homeless,ph,year typhoon yolanda vicious onslaught many part eastern visayas million still find homeless survivor starting lose hope ever rebuilding life witness administration bumbling effort speeding rehabilitation many leveled expectation kind assistance ever receive national government remarking number perished yet correctly determined remembering president b chafed suggestion figure could reach many u still clearly recall president downplayed estimate interview cnn christiane amanpour,3,1
7022,@@23598764,vulnerable,gh,juliet otami central regional human resource manager ghana education service ge said recent report sexual abuse male teacher must wakeup call female teacher champion need protect vulnerable school girl falling prey male teacher,1,0
7023,@@16586179,vulnerable,sg,labour court need protect foreign lowwage worker vulnerable exploitation say mr alex au advocate foreign worker right transient worker count twc,0,0
7024,@@15589676,refugee,my,although myanmar rarely make headline united nation un estimated people relocated since reported people become refugee rakhine said,0,0
7025,@@20378684,poor-families,sg,yearandahalf later anger aiadmk government spilled onto street student protest triggered anitha suicide would jayalalithaa made good poll promise sparing student ordeal appearing neet could late cm prevailed upon centre endorse draft ordinance question may ala hypothetical certain jayalalithaa would registered state strong objection neet highlighting common entrance test disadvantageous rural student poor family,0,0
7026,@@4585461,vulnerable,bd,fiscal attention must paid increased coverage preprimary schooling currently abysmal budgetary provision preschool million five year pedp implemented attention equity issue ensuring effective coverage child vulnerable group like urban slum remote location marginalised population,0,0
7027,@@1834832,women,tz,area visited constitutional review commission tanga several woman turned meeting air view constitutional change said wanted review law inheritance divorce protection widow,0,0
7029,@@1955796,refugee,tz,said presence refugee country calling concern citing fear situation may worsen given average refugee entering country daily basis,0,0
7031,@@20856106,homeless,ie,maybe day irish player taking knee protest favour repealing eighth amendment barbaric system direct provision raise awareness parlous situation travelling community country homeless problem wonder react happened maybe still say sport politics nt mix h comment,0,0
7032,@@9380316,vulnerable,my,adb report pointed cambodian woman vulnerable employment compared paid employee le likely decent working condition including adequate remuneration social security voice representation trade union organization,0,0
7033,@@9531485,immigrant,jm,obama dubbed ruling heartbreaking million immigrant made life warned opponent able thwart dream much longer,1,0
7034,@@20341505,women,au,western suburb recognised friday night champion men woman club season amassed point respectively across grade competition,0,0
7035,@@14763578,refugee,lk,vanessa mae bondalian rodel filipino refugee living tiny subsidized apartment daughter hong kong idea young bespectacled american showed doorstep one night may asking shelter wanted man world following h lankans protected edward snowden,0,0
7036,@@3827525,poor-families,au,mr hill suggested using innovative marketing method recipe idea incorporated second grade cut even prepackaged meal timepoor family,0,0
7038,@@1034387,poor-families,us,however pelagidis belief government may still push ahead tax crisis continues may see poor family electricity say,0,0
7039,@@1810631,women,tz,nt understand modern infrastructure see admire abroad nt spring nowhere built men woman used natural resource effectively benefit people south africa gauteng province johannesburg pretoria situated built mineral mainly gold diamond kimberly apartheid regime,0,0
7041,@@15773127,vulnerable,my,think vulnerable harassment smaller physical nature perceived lack strength,1,0
7042,@@22924657,hopeless,sg,may ong wrote always find ptc useless hopeless committee pro public transport operator instead commuter,0,0
7043,@@3707861,disabled,ie,page short word story brian mcdonald result page announcing mark rohan double olympic champion poster boy disabled sport would defending title rio de janeiro story also made brief word section irish time nobody else seemed bothered,1,0
7044,@@25824408,hopeless,sg,nineveh farmer say time running interview dozen farmer grain trader said government wheat production forecast hopelessly optimistic farmer said considering leaving land others joined local militia get regular wage,0,0
7045,@@4654013,disabled,bd,survey also found disease caused disability around participating student disabled since birth disable wrong treatment accident,0,0
7046,@@3718017,vulnerable,ca,looking vulnerable neighbourhood heat risk without tree canopy deal hot day robertson said parklets would shade seating water fountain possibly watermisting device obviously winwin permeable surface deal rainfall also good little island cool hot day,0,0
7047,@@3255155,vulnerable,za,often resource spread thinly using amount water crop land actually bad thing make crop vulnerable efficiency good thing land vulnerable drought,0,0
7048,@@2784112,migrant,ph,syrian palestinian egyptian sudanese migrant set damietta egypt september,0,0
